PassengerId,Pclass,Survived,Name,Sex,Age,Sibsp,Parch,Ticket,Fare,Embarked,Actual_Fare
1279,3,0,"Vendel, Mr. Olof Edvin",male,20.0,0,0,350416,7.8542,S,199.2166262020202
1280,3,0,"Vestrom, Miss. Hulda Amanda Adolfina",female,14.0,0,0,350406,7.8542,S,199.2166262020202
1281,3,0,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,S,200.27178288888888
1282,3,0,"Waelens, Mr. Achille",male,22.0,0,0,345767,9.0,S,228.2790909090909
1286,3,0,"Wenzel, Mr. Linhart",male,32.5,0,0,345775,9.5,S,240.96126262626262
1287,3,1,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38.0,0,0,2688,7.2292,C,183.36391155555555
1288,3,0,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,S,196.57366161616162
1289,3,0,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,S,164.76170208080808
1290,3,0,"Wiklund, Mr. Karl Johan",male,21.0,1,0,3101266,6.4958,S,164.76170208080808
1291,3,1,"Wilkes, Mrs. James (Ellen Needs)",female,47.0,1,0,363272,7.0,S,177.55040404040403
1295,3,0,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,S,408.3659292929293
1296,3,0,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,S,183.8914898989899
1297,3,0,"Wirz, Mr. Albert",male,27.0,0,0,315154,8.6625,S,219.71862499999997
1299,3,0,"Wittevrongel, Mr. Camille",male,36.0,0,0,345771,9.5,S,240.96126262626262
1300,3,0,"Yasbeck, Mr. Antoni",male,27.0,1,0,2659,14.4542,C,366.62129286868685
1301,3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,C,366.62129286868685
1302,3,0,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,C,183.2573813131313
1305,3,0,"Zabour, Miss. Hileni",female,14.5,1,0,2665,14.4542,C,366.62129286868685
1307,3,0,"Zakarian, Mr. Mapriededer",male,26.5,0,0,2656,7.225,C,183.2573813131313
1308,3,0,"Zakarian, Mr. Ortin",male,27.0,0,0,2670,7.225,C,183.2573813131313
1309,3,0,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,S,199.74420454545455
